,placename,placeaddress,placephone,placeinfo,placeintro,openhour,placeimg
131,가온스튜디오,서울 마포구 상암산로 34 디지털큐브2층,0507-1326-7978,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금","안녕하세요. 저희 가온스튜디오는 상암동 에위치한 기구필라테스+크라이오테라피 전문 스튜디오입니다 전문적이고 체계적인 관리로회원님들의 운동컨디션 및 개선,보충 할 부분을 분석하여 보다 빠른 몸의 변화와 운동능력 향상이 되실 수 있도록 도와드리고 있습니다.^^",평일 10:00 - 20:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191106_8%2F1573009168912qumEC_JPEG%2FP1zyWSPJCEavWI1z5STX9jUL.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_108%2F1594098011602MFsrn_JPEG%2FvH_WDCh4PtDjLCakHrqRzUl8.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_262%2F1594098124978fvqEL_JPEG%2F-jJZvSKiAFdmWYfXT38S-E1Q.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_248%2F1594098233525Xekz5_JPEG%2FykllTdYJQxnFrwF7UEpT1-lN.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190401_194%2F1554109545179O3KS2_JPEG%2FKakaoTalk_20190325_185210593.jpg"""
132,제인 필라테스,서울 마포구 어울마당로2길 9-7 2층,0507-1307-3717,"주차, 무선 인터넷",,평일 10:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201004_121%2F1601810222506GhLeK_JPEG%2FOAMuYLBe3DeVUed64gwa3vee.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201004_239%2F1601810234679D6FHY_JPEG%2F0Iqcy4u_O6Vq7HbxIwAF2-qm.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201004_64%2F16018102346063HmEC_JPEG%2FNF8MdhIc9m-JZVl31aFs5UVw.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201004_253%2F16018102348007LIam_JPEG%2FxMxfAOOMDrfGtdKflS3mQxEI.jpg"""
133,BMB pilates,서울 마포구 성암로 229-1 종우빌딩 2층,070-4252-2504,"주차, 예약, 무선 인터넷, 반려동물 동반, 국민지원금","Private studio, 소규모 레슨재활 필라테스, 슈로스필라테스,척추측만, 디스크운동, 체형교정 전문정확한 평가, 섬세한 티칭, 신뢰 기반 관리",,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181027_17%2F1540602874037mR1g4_JPEG%2F-T51oS6oqqwBPngKRBCn6V7O.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181027_244%2F1540602539115oJOsO_JPEG%2FczVMDtFuCKOsuiPzj1KFJNyI.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181027_44%2F1540602949656VhBXV_JPEG%2FymbsG4ohb8JwtDIDmIjbUraZ.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181027_190%2F15406030109347fYsP_JPEG%2FeeMp8vYAdutd6AnnZEnkvMaM.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181027_196%2F15406028004414VGi5_JPEG%2FgEYc4-2ha8bIUtwWaDv1Oojn.jpg"""
134,블로썸바디,서울 마포구 양화로 183,0507-1344-6059,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",,"주말 09:00 - 14:00 예약제 운영, 공휴일 휴무","""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210701_170%2F16250995622534bh1t_JPEG%2FK-FsXVvP-qZ3mZT0dlAPdkCt.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210701_163%2F1625099562168mhpPx_JPEG%2FPO4HK9js5JIuRboNKT8B9h64.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210701_192%2F1625099562174fTPuE_JPEG%2FQPnJn4uKWFZGwxJh5nn8JEAI.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210701_52%2F16250995622537MoAa_JPEG%2F2x6Nht1VptsCnssoCXdCVd85.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210111_149%2F1610324072554zMCY2_JPEG%2FRTWlylSaJzit1vo_aPfiUFyO.jpg"""
135,주엘 필라테스,서울 마포구 독막로 51,0507-1304-4016,"주차, 무선 인터넷, 국민지원금",,평일 09:00 - 23:00 법정 공휴일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180304_80%2F1520156415342XGkxz_JPEG%2FKakaoTalk_20180304_121125167.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180322_255%2F1521729188175GP5PW_JPEG%2FKakaoTalk_Moim_4FmJQlWJqAHt0uRwhFHX9W4PJNaFtD.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180322_144%2F1521729188179AYxV6_JPEG%2FKakaoTalk_Moim_4FmJQlWJqAHt0uRwhFHX9W4PJMY1d7.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180322_84%2F1521729188170Wwdkr_JPEG%2FKakaoTalk_Moim_4FmJQlWJqAHt0sSFNf24Sg6jkhNrTI.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180322_41%2F1521729188182u0gq6_JPEG%2FKakaoTalk_Moim_4FmJQlWJqAHt0uRwhFHX9W4PJNnjKV.jpg"""
136,필라테스스튜디오바이수,"서울 마포구 숭문길 98 마포자이3차 단지내상가 101동 , 1층내부위치",0507-1342-6639,"주차, 무선 인터넷, 반려동물 동반",,평일 09:00 - 21:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_77%2F1591345242690jAHcs_JPEG%2FpOd5r9G5xIIAkJ_ogknFjW9-.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_274%2F1591345071542KEmem_JPEG%2FL7Yko0ClQJj1V0vNSDyE_Nv-.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_154%2F1591345145263JD33T_JPEG%2F1oEAiicmkpkihGdmdH7c3iOL.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200215_234%2F1581760514721IQFMA_JPEG%2Fk1r8r5mYb9oOkBEDomPSmRm0.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200211_297%2F1581397716559jHmwp_JPEG%2FiqJZMqZG2qYU_yoh4YepY1xT.jpeg.jpg"""
137,MG Studio,서울 마포구 대흥로30길 29 MG Studio 2층202호,0507-1353-0155,"주차, 방문접수/출장, 예약, 무선 인터넷",,월요일 00:00 - 24:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210719_295%2F1626702462053jAsb1_JPEG%2FUfyzghSkdHcmSWw7OioClpZv.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210719_15%2F1626702469026kCUTa_JPEG%2F_Tavv6Kg5cG3hscCqEo-XXvl.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210719_247%2F16267024802231uMgP_JPEG%2F1CAAHimfTQe_bR2f3UAlJZ12.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210719_133%2F1626702487831SGp72_JPEG%2FZxh8Dhvw4MTUZUJrr9brG5q9.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210719_115%2F1626702493324bNFF1_JPEG%2F9Xh4-HeCvU0IxP7-QTEawRfV.jpg"""
138,모던필라테스 상암점,"서울 마포구 월드컵북로 402 218호(상암동, 케이지아이티센터)",02-6393-5312,국민지원금,,평일 08:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200114_151%2F1578983995791jjt6u_JPEG%2FMW3UUqzqcejRA6jje0S8WnoF.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200114_269%2F1578983995800AIeQh_JPEG%2FAnirs_OfSdUjC_IKimFbWLxV.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200114_100%2F1578983995816wX7lK_JPEG%2FCBG0E--ZRlBjfN0O2o5BPdQ9.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200114_151%2F1578988924885kVxLT_JPEG%2FhpnXkPQ_rpJPmqf9FQ77yzEy.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200114_247%2F1578988924933OBpql_JPEG%2FGtRBZ0n-j3LXoGcfa1zu1zG4.jpg"""
139,마루필라테스,서울 마포구 백범로37길 12 삼성래미안1차아파트 상가동 3층 302호,0507-1377-5382,"주차, 예약, 무선 인터넷, 제로페이, 국민지원금",,평일 11:00 - 21:00 예약제운영,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200721_287%2F1595337191907kFjtp_JPEG%2FmltqLOTAvnLIqrRVaNaR-Two.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201221_275%2F1608535505436QTNKj_JPEG%2F7EGwLGlw7b8FXlH4XvDlZBjq.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201221_78%2F1608535472510EVyHs_JPEG%2FpXsM2uZD9C3ieUwkc5OXEDQ6.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200721_77%2F1595337023417LDbs0_JPEG%2FyhTsPWQtwpais9AueJHkpfRl.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201221_183%2F16085354411521QrIa_JPEG%2FycjqmHasDKZmIIHU9r5xiF8_.jpg"""
140,엠오엠 필라테스 상암점,서울 마포구 가양대로 124,010-7934-1701,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분",,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210726_233%2F1627295786772painO_JPEG%2F33inkaqmUree15lQ825ED0wy.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210726_110%2F1627295812983Uq4rK_JPEG%2F_uFq3W3num9tGoP5syWsrvE2.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210504_20%2F1620121408040NfYpM_JPEG%2F4EU822k0U5P_KYw6f-JHvCAq.jpg"""
141,필라테스라인 상암점,서울 마포구 매봉산로 45 지하1층,0507-1325-6847,"단체석, 주차, 무선 인터넷, 남/녀 화장실 구분",,주말 08:00 - 20:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200226_292%2F1582697872170UexQI_JPEG%2FAs1rueacV0PePLwbBsxuRUoY.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200226_120%2F1582697836497LoqNq_JPEG%2FPFizzK_12DWQMf7cQVOnv4qz.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200226_157%2F1582697872285mLoHm_JPEG%2F1UTKTyhGj94PTZ03RcNiAU7n.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200226_21%2F1582697870439lKOhj_JPEG%2FSA0Yg2SLpCUkMlbStynxtpmm.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200226_161%2F1582697872375BwTt9_JPEG%2FN657YpqBX_PV9_j4MiJr74G5.jpg"""
142,국제원필라테스아카데미,서울 마포구 토정로32길 4 2층,0507-1368-3370,"주차, 무선 인터넷, 남/녀 화장실 구분",,,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190809_286%2F15653278122067ODJP_JPEG%2F8xBYITnn6EOUf8ajbOU7Ld4b.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190809_92%2F1565327812184D2Dbq_JPEG%2F-cpu4pmFducYjqA0ofTqLTbd.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190809_43%2F1565327810753VJz0y_JPEG%2FKwpAmo1VFetCJ24dky2mxRyG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190809_125%2F1565327812245SMISV_JPEG%2FdEh22SWoUvgHL3M-P0OSvqx4.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190809_176%2F15653278107274tJaS_JPEG%2F8uRIs_F-BGzoKWtMXBNneh_m.jpg"""
143,안나필라테스,서울 마포구 연남로 9 (연남동) 2층,02-332-0696,국민지원금,,,
144,빌리프필라테스,서울 마포구 마포대로 33 오피스텔동 근린생활시설 2층,0507-1365-0441,"주차, 예약",,평일 07:00 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200624_240%2F1592980225953aTscb_JPEG%2Fa-ksniG5ni2O3dWgFs3O-nsz.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181030_150%2F1540854754514oFTRk_JPEG%2FIo2Tym2tTMnCruvGKSkmBf72.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200624_105%2F1592980197272KIUDt_JPEG%2FzFI7qb_dNgg_Jj4Tabr4_vBe.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181220_272%2F1545288845650wxxOS_JPEG%2FMzx0oW2FWicscmaLTbo55Hbb.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190801_109%2F1564665584109nCiVc_JPEG%2FWLyBKXtLr_fpR2pu0m8k8Nv2.jpeg.jpg"""
145,필라테스918,서울 마포구 양화로6길 9 3층,0507-1316-8773,주차,"안녕하세요 필라테스918입니다.필라테스918은 1:1, 2:1 Private 전문 스튜디오로고객님의 생활습관,몸상태,운동목표에 맞게정확한 평가들을 통해 수업을 진행합니다.자세한 사항은 필라테스918로 연락주시면 친절히 상담해 드리겠습니다.",평일 07:00 - 24:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190308_13%2F15520208609758ChoQ_JPEG%2FZH-EOpi_tzHzBMXSssF2Gdzy.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190308_159%2F1552024709724tgzCq_JPEG%2FnrOtnQrx5OQbc__ys_rRpMzE.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190308_220%2F1552024734991bEaFR_JPEG%2FwAaEoILZB1C26DkK6bRqE6IJ.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190308_148%2F1552024763752r7DVg_JPEG%2FWwCGDlWhNb4lSV7vdElMXjME.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190308_224%2F1552024785511Eojud_JPEG%2FTTc-_E0-UeH33BL-SmPExQN_.JPG.jpg"""
146,아름필라테스,서울 마포구 마포대로 53,010-3551-5806,"주차, 무선 인터넷, 국민지원금",,"평일 09:00 - 22:00 공휴일,일요일 휴무","""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180417_81%2F1523943367794EETQo_JPEG%2FLbx9VZHD92PuczoCtxAoEUpt.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180417_66%2F1523943421080sfbft_JPEG%2FRac5S2v-3aaKnl1E7bPVKB4l.jpeg.jpg"""
147,학필라테스,서울 마포구 양화로 156 LG팰리스,02-337-6581,"주차, 예약, 국민지원금",,평일 10:00 - 22:00 예약제운영,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210605_293%2F1622879768336kSYNA_JPEG%2FISQOTi2-l1mh-1WZ3pdRuMI3.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210529_24%2F16222748283483O71I_JPEG%2FfNT5p8WKWmRQb9Evz0W5iJYT.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210529_123%2F1622274860390d28sK_JPEG%2FVaTWV2-E9n9U13hjUH1Fb8-_.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210529_19%2F1622274886538sK3ab_JPEG%2FqtttvpEahDw8pUMvBw15t9Lt.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210529_250%2F16222749996904AnyR_JPEG%2FtcOefsYAidxqDv7guBaK_GJw.jpg"""
148,모던필라테스 공덕점,서울 마포구 큰우물로 53 마포네이버타운 4층,02-701-2203,,,평일 09:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_196%2F1594629095937x2P6m_JPEG%2FQv38Z6isHwM7mtOs90gjl_F7.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_21%2F15946290958265RjdL_JPEG%2FwnPpO7f_lcWcXWXuuqkJqUEH.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_163%2F1594629095960MoHkG_JPEG%2FHwmMNbbsk_p27fdYdnRGFPj8.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_86%2F1594629096098Nstvn_JPEG%2FHmayTBLpnJCElORvLN3jsFgA.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_182%2F1594629095839zQoRL_JPEG%2FyVWI2K-XJJloFJT9Jn-4rltU.jpg"""
149,짐핏필라테스,서울 마포구 큰우물로 76,0507-1480-1229,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 장애인 편의시설, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이",,평일 00:00 - 24:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201031_52%2F1604129826655w2S8k_JPEG%2F3h0T_y3Ghji1BTYqXB2NkUbd.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201031_130%2F160412982671593Q5b_JPEG%2FNZxi7OrUrTytOlLrJGCg2DeX.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201031_284%2F1604129826677DOasQ_JPEG%2FBAeNXvYLDa4UBXDvIyaIAAzT.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201031_177%2F160412982666048jng_JPEG%2F_qVVf_WEYxPMj9wy5ooS1yfv.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201031_46%2F1604129826830t6Rdm_JPEG%2FniYRlAIA_gvqv62ircWuHfdZ.jpg"""
150,필라테스트레이닝랩,서울 마포구 상암산로1길 77 상암 타워클리닉,,,,,
151,고운바디 필라테스 스튜디오,서울 마포구 토정로31길 20,0507-1448-8521,"주차, 남/녀 화장실 구분, 제로페이, 국민지원금",,월요일 09:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210911_15%2F1631321248012Ik5by_JPEG%2F0z3t7OZ8aopuEaiSEcsjVWAg.jpg"""
152,필라올로지 서강대점,서울 마포구 백범로 85 2층,0507-1426-5629,"주차, 예약, 제로페이",,월요일 09:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_88%2F1631151350359e1Je1_JPEG%2F5SBW5Szr2pU8IgMaAFuDdofD.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_143%2F16311513672754gDPs_JPEG%2FDYzdN2GFCNgPHAu8esZea_z-.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_211%2F1631151413565QKo0i_JPEG%2FWwpJAo7XO5ia6NEMxdjLL5QL.jpg"""
153,M요가&필라테스스튜디오 마포점,서울 마포구 토정로 320 주원빌딩 5층,02-704-5255,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 장애인 편의시설, 제로페이, 국민지원금",,평일 09:30 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210530_260%2F1622363928025xkjht_JPEG%2FMB9_GUvAi-CVJ4gUPrbqXR1U.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210530_40%2F1622363942089GF5VS_JPEG%2FAxsqrmF-Sgj_zESQx_CcSwPz.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210530_146%2F1622363915402Ci1Om_JPEG%2Fo9nhhrJfvglIbCh6-qW0Uj5U.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200606_9%2F1591451518762IC4i7_JPEG%2FWHpUFXdL-QYLyALmIqATT2p8.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200606_119%2F1591442950286VBp0p_JPEG%2FqDDr6IXstuL91CG_CKwPvqtM.jpg"""
